id,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,MEMBERSHIP_STATUS,START_DATE,END_DATE
7739,12,100000.0,,M,2473380.0,1.0,TYPE-B,59,0,ANNUAL,281055,0,20120314,
7740,19,120000.0,W,F,,6.0,TYPE-B,75,0,MONTHLY,343411,0,20100818,
7741,27,100000.8,,,,1.0,TYPE-B,49,0,MONTHLY,405722,0,20100216,
7742,17,123599.64,M,M,,6.0,TYPE-A,58,3,MONTHLY,347822,0,20130330,
7743,27,150000.0,M,M,699996.0,1.0,TYPE-B,44,2,ANNUAL,799622,1,20100728,20110925.0
7744,17,100000.0,M,F,150000.0,1.0,TYPE-B,36,3,ANNUAL,222466,0,20080331,
7745,12,100008.0,M,M,500004.0,1.0,TYPE-B,52,1,MONTHLY,393988,0,20090330,
7746,12,200000.0,M,M,289992.0,2.0,TYPE-B,23,1,ANNUAL,1174677,0,20120221,
7747,17,603088.21,M,M,6300000.0,1.0,TYPE-A,47,3,ANNUAL,1156033,0,20110330,
7748,17,150000.4,,M,799992.0,1.0,TYPE-A,47,1,ANNUAL,1361855,0,20131129,
7749,17,125000.0,,,,1.0,TYPE-B,44,0,ANNUAL,47399,0,20080717,
7750,43,100000.0,M,M,6305928.0,1.0,TYPE-B,51,2,ANNUAL,58755,0,20100413,
7751,22,100020.72,M,F,3500004.0,1.0,TYPE-B,44,1,MONTHLY,183622,0,20100208,
7752,17,100000.0,S,M,300000.0,5.0,TYPE-B,28,0,ANNUAL,580755,0,20091229,
7753,42,110000.0,M,M,800004.0,1.0,TYPE-B,43,2,ANNUAL,343355,0,20090313,
7754,17,247831.66,M,F,,6.0,TYPE-A,63,2,ANNUAL,343344,0,20130222,
7755,12,100000.0,,M,,1.0,TYPE-B,48,3,ANNUAL,733644,0,20110413,
7756,17,120000.96,M,M,500004.0,1.0,TYPE-B,39,2,MONTHLY,859711,1,20100215,20101114.0
7757,12,250000.0,,M,600000.0,1.0,TYPE-B,58,0,ANNUAL,1307144,1,20120320,20130519.0
7758,12,250000.07,M,M,,6.0,TYPE-B,62,3,ANNUAL,1297799,1,20120323,20130522.0
7759,23,250000.0,M,M,3999996.0,1.0,TYPE-B,62,1,ANNUAL,236111,0,20090316,
7760,17,251000.0,M,M,800004.0,1.0,TYPE-B,51,2,ANNUAL,625177,0,20100519,
7761,96,101316.84,,F,300000.0,2.0,TYPE-A,35,0,MONTHLY,1226600,0,20130927,
7762,17,103848.48,M,M,999996.0,1.0,TYPE-A,37,3,ANNUAL,1467877,0,20131009,
7763,63,107018.64,M,M,999996.0,2.0,TYPE-A,41,2,SEMI-ANNUAL,1460588,0,20131121,
7764,101,295518.42,,M,,6.0,TYPE-A,68,0,ANNUAL,1347266,0,20121129,
7765,17,150000.0,M,M,600000.0,1.0,TYPE-B,27,1,ANNUAL,739122,1,20100908,20111107.0
7766,12,100000.0,S,F,300000.0,1.0,TYPE-B,22,0,ANNUAL,1334544,0,20121015,
7767,22,100000.0,,M,300000.0,2.0,TYPE-B,39,0,ANNUAL,1347177,0,20130330,
7768,41,180001.44,M,M,750000.0,1.0,TYPE-B,43,1,MONTHLY,163100,0,20081114,
7769,12,100000.0,M,M,1191000.0,1.0,TYPE-B,47,2,SEMI-ANNUAL,596822,0,20120330,
7770,41,100000.0,M,M,125004.0,1.0,TYPE-B,43,3,QUARTERLY,735277,1,20091127,20100725.0
7771,32,267680.0,M,M,4793076.0,5.0,TYPE-B,42,3,SEMI-ANNUAL,653822,0,20090423,
7772,22,105652.68,S,M,849996.0,1.0,TYPE-A,28,0,MONTHLY,1335788,0,20121130,
7773,21,150000.0,M,M,,6.0,TYPE-B,74,1,ANNUAL,189822,1,20100331,20110527.0
7774,22,108244.63,,M,3399996.0,1.0,TYPE-A,56,0,ANNUAL,343344,0,20130912,
7775,32,126041.16,S,F,300000.0,2.0,TYPE-A,21,0,MONTHLY,437477,1,20111130,20120212.0
7776,12,100000.0,M,M,500004.0,1.0,TYPE-B,51,1,ANNUAL,435055,0,20090629,
7777,17,250000.0,M,M,1200000.0,1.0,TYPE-B,39,1,ANNUAL,607722,0,20090925,
7778,17,234649.33,M,F,600000.0,2.0,TYPE-A,56,3,ANNUAL,343344,0,20130430,
7779,12,300002.4,M,M,799992.0,2.0,TYPE-B,51,2,MONTHLY,1291422,1,20120113,20120612.0
7780,63,101003.5,M,M,1774512.0,2.0,TYPE-A,41,1,ANNUAL,1106055,0,20131128,
7781,17,312500.16,M,F,3000000.0,2.0,TYPE-A,60,3,ANNUAL,1448733,0,20131129,
7782,57,100163.84,,M,999996.0,1.0,TYPE-A,51,1,ANNUAL,1205444,0,20110531,
7783,41,100000.0,M,F,399996.0,1.0,TYPE-B,54,1,SEMI-ANNUAL,686988,0,20100226,
7784,17,128500.92,M,F,540000.0,1.0,TYPE-A,46,3,MONTHLY,1079488,0,20130328,
7785,21,300000.0,M,M,,6.0,TYPE-B,73,1,ANNUAL,1111644,0,20100728,
7786,17,200000.0,M,M,600000.0,1.0,TYPE-B,43,1,ANNUAL,41611,1,20071126,20090125.0
7787,17,100000.0,M,F,350004.0,1.0,TYPE-B,38,3,ANNUAL,147600,0,20081215,
7788,27,100000.0,M,M,249996.0,1.0,TYPE-B,67,2,ANNUAL,20900,0,20100831,
7789,12,500000.0,,M,600000.0,1.0,TYPE-B,62,3,ANNUAL,1102700,1,20120831,20131027.0
7790,30,150000.0,M,M,600000.0,1.0,TYPE-B,54,3,ANNUAL,347977,0,20081230,
7791,37,150000.0,M,F,,4.0,TYPE-B,58,3,SEMI-ANNUAL,804766,0,20100325,
7792,17,100000.0,M,M,500004.0,5.0,TYPE-B,33,2,ANNUAL,256488,1,20091109,20110108.0
7793,36,100000.0,M,M,200004.0,1.0,TYPE-B,49,1,ANNUAL,118155,0,20090105,
7794,27,200000.0,,,,1.0,TYPE-B,51,2,ANNUAL,872033,1,20100727,20110925.0
7795,17,125000.0,M,M,600000.0,1.0,TYPE-B,41,2,ANNUAL,606322,1,20090518,20100717.0
7796,22,100000.0,M,M,534996.0,5.0,TYPE-B,49,1,ANNUAL,662388,1,20091012,20101211.0
7797,58,120000.0,M,M,499992.0,1.0,TYPE-A,46,1,MONTHLY,20566,1,20121121,20130205.0
7798,38,100000.0,M,M,432000.0,1.0,TYPE-B,46,1,ANNUAL,128422,1,20080714,20110910.0
7799,17,150000.15,,M,1599996.0,1.0,TYPE-A,56,0,ANNUAL,1377300,0,20130314,
7800,52,100000.02,,,,1.0,TYPE-B,52,0,ANNUAL,375877,0,20090706,
7801,22,206180.01,,M,799992.0,2.0,TYPE-A,6,3,ANNUAL,1394400,0,20130325,
7802,22,128656.32,,F,1999992.0,1.0,TYPE-A,40,0,SEMI-ANNUAL,1361711,0,20130130,
7803,17,100514.23,M,F,549996.0,1.0,TYPE-A,40,2,ANNUAL,739244,1,20110311,20120410.0
7804,17,102483.67,M,M,648000.0,1.0,TYPE-A,45,3,ANNUAL,1376766,0,20131113,
7805,86,299000.1,,F,600000.0,1.0,TYPE-A,47,0,ANNUAL,1440211,0,20130930,
7806,30,300002.4,M,M,3000000.0,1.0,TYPE-B,55,1,MONTHLY,343411,0,20090319,
7807,17,182762.88,M,M,499992.0,1.0,TYPE-A,52,3,MONTHLY,343344,0,20120918,
7808,31,100000.0,M,M,800004.0,1.0,TYPE-B,63,3,ANNUAL,471366,0,20100907,
7809,17,100000.0,M,M,300000.0,1.0,TYPE-B,44,2,SEMI-ANNUAL,829600,1,20091218,20110818.0
7810,61,100000.0,M,F,200004.0,1.0,TYPE-B,33,2,ANNUAL,712700,1,20100831,20111027.0
7811,32,500000.0,M,M,849996.0,1.0,TYPE-B,52,2,ANNUAL,691588,1,20091105,20110104.0
7812,12,100000.8,,,,1.0,TYPE-B,46,2,MONTHLY,24533,1,20080331,20090127.0
7813,99,100560.24,,F,499992.0,2.0,TYPE-A,33,0,ANNUAL,1416111,0,20130808,
7814,27,338246.88,M,M,499992.0,2.0,TYPE-A,51,2,MONTHLY,1079488,0,20130326,
7815,43,141573.6,S,M,39999996.0,2.0,TYPE-A,25,0,ANNUAL,1292122,0,20130726,
7816,12,100000.0,,,,1.0,TYPE-B,72,0,ANNUAL,589922,0,20090319,
7817,22,128862.52,,M,499992.0,2.0,TYPE-A,35,0,ANNUAL,1389911,0,20130228,
7818,17,123599.4,M,F,499992.0,1.0,TYPE-A,58,3,MONTHLY,347766,1,20130328,20130612.0
7819,12,150000.0,M,F,549996.0,1.0,TYPE-B,45,3,ANNUAL,625399,0,20100120,
7820,17,103090.09,M,M,548952.0,2.0,TYPE-A,48,2,ANNUAL,1379200,0,20130116,
7821,17,120273.87,M,M,199992.0,1.0,TYPE-A,57,3,ANNUAL,1304433,0,20130527,
7822,17,125769.88,M,F,600000.0,1.0,TYPE-A,30,1,ANNUAL,1208455,0,20130731,
7823,12,101000.0,S,M,249996.0,1.0,TYPE-B,24,0,ANNUAL,499499,0,20121023,
7824,19,100000.0,S,M,300000.0,1.0,TYPE-B,30,0,ANNUAL,723566,0,20090819,
7825,65,264998.55,,M,120000.0,2.0,TYPE-A,67,3,ANNUAL,1132866,0,20130531,
7826,83,137092.56,,M,799992.0,1.0,TYPE-A,53,0,MONTHLY,1291388,0,20120326,
7827,22,103240.0,M,F,999996.0,1.0,TYPE-B,35,2,ANNUAL,548300,0,20091230,
7828,17,120639.6,,M,1500000.0,1.0,TYPE-A,50,0,MONTHLY,343344,0,20130924,
7829,17,126000.11,M,M,499992.0,1.0,TYPE-A,63,2,ANNUAL,351277,0,20120130,
7830,17,100000.0,S,M,500004.0,1.0,TYPE-B,27,0,SEMI-ANNUAL,88255,1,20080828,20090429.0
7831,41,555555.0,M,M,1800000.0,1.0,TYPE-B,44,2,ANNUAL,657955,0,20090331,
7832,44,1000000.0,M,F,300000.0,1.0,TYPE-B,41,3,ANNUAL,186899,0,20080129,
7833,12,143218.98,M,F,349992.0,1.0,TYPE-B,52,3,ANNUAL,1216399,1,20120229,20130427.0
7834,46,525000.0,M,M,2499996.0,1.0,TYPE-B,48,1,ANNUAL,923455,0,20100830,
7835,99,250000.27,,M,4500000.0,1.0,TYPE-A,47,0,ANNUAL,1347855,0,20131018,
7836,12,100000.0,,,,1.0,TYPE-B,53,0,ANNUAL,536655,0,20091119,
7837,17,111778.92,S,F,499992.0,1.0,TYPE-A,53,0,MONTHLY,348355,0,20130821,
7838,22,150000.17,M,M,3008856.0,1.0,TYPE-A,47,1,ANNUAL,1238566,0,20130129,
7839,29,100516.24,M,M,650004.0,1.0,TYPE-A,36,1,QUARTERLY,1219944,1,20110328,20110727.0
7840,56,120000.0,M,F,423996.0,1.0,TYPE-B,26,1,MONTHLY,127500,0,20080331,
7841,27,100000.0,,,,1.0,TYPE-B,55,0,ANNUAL,873622,0,20100331,
7842,17,120000.0,,,,1.0,TYPE-B,60,0,SEMI-ANNUAL,233977,1,20100331,20101127.0
7843,17,118837.44,S,M,300000.0,1.0,TYPE-A,23,0,MONTHLY,343344,0,20120719,
7844,12,500000.0,,M,1999992.0,2.0,TYPE-B,55,3,ANNUAL,923455,0,20130331,
7845,12,100000.0,S,F,500004.0,1.0,TYPE-B,60,0,ANNUAL,852477,0,20100514,
7846,29,120000.96,M,F,399996.0,1.0,TYPE-B,55,2,MONTHLY,343511,1,20081217,20090418.0
7847,48,120000.96,M,F,249996.0,1.0,TYPE-B,37,1,MONTHLY,663766,1,20090731,20091127.0
7848,22,199999.88,,M,3000000.0,2.0,TYPE-A,80,0,ANNUAL,1465322,0,20131031,
7849,17,194887.44,,M,199992.0,6.0,TYPE-A,73,0,MONTHLY,343344,1,20120629,20121213.0
7850,12,250000.0,,M,799992.0,2.0,TYPE-B,55,0,ANNUAL,385677,1,20120326,20130525.0
7851,60,103621.94,M,M,1999992.0,2.0,TYPE-A,44,1,ANNUAL,1480733,0,20131125,
7852,17,100000.0,M,M,549996.0,5.0,TYPE-B,46,3,ANNUAL,472344,1,20081015,20091214.0
7853,17,200000.0,M,M,350004.0,1.0,TYPE-B,40,1,ANNUAL,583988,1,20091130,20110127.0
7854,12,180001.44,M,M,3000000.0,2.0,TYPE-B,62,1,MONTHLY,1237533,0,20120928,
7855,49,150000.0,M,M,680004.0,1.0,TYPE-B,45,2,ANNUAL,205244,0,20100526,
7856,12,750000.0,M,M,1699992.0,2.0,TYPE-B,40,1,ANNUAL,1297744,1,20120330,20130527.0
7857,42,100000.0,M,M,300000.0,1.0,TYPE-B,43,3,ANNUAL,536255,1,20091005,20101127.0
7858,43,100000.0,W,F,350004.0,1.0,TYPE-B,51,0,ANNUAL,632811,0,20100226,
7859,28,200000.0,W,F,360000.0,1.0,TYPE-B,57,0,ANNUAL,119333,0,20080422,
7860,17,196994.42,,M,279996.0,1.0,TYPE-A,65,2,ANNUAL,343377,0,20120629,
7861,27,100000.0,M,M,6000000.0,5.0,TYPE-B,30,2,ANNUAL,791322,0,20100624,
7862,52,100000.0,M,M,900000.0,1.0,TYPE-B,43,2,ANNUAL,824188,0,20100128,
7863,88,199999.84,,M,499992.0,2.0,TYPE-A,74,0,ANNUAL,1347266,0,20130123,
7864,12,100000.0,,,,1.0,TYPE-B,43,0,ANNUAL,502211,1,20100226,20110427.0
7865,17,117530.76,M,M,499992.0,1.0,TYPE-A,60,1,MONTHLY,343466,0,20130711,
7866,17,250000.54,,F,349992.0,2.0,TYPE-A,68,0,ANNUAL,1394711,0,20130331,
7867,23,100000.0,M,M,300000.0,1.0,TYPE-B,72,3,ANNUAL,383755,0,20100308,
7868,12,151000.0,,M,1500000.0,1.0,TYPE-B,47,1,ANNUAL,1245700,0,20120313,
7869,17,100000.0,M,M,1100004.0,1.0,TYPE-B,30,1,ANNUAL,819711,0,20100331,
7870,57,192001.56,S,M,300000.0,1.0,TYPE-B,25,0,MONTHLY,343411,1,20081231,20090429.0
7871,55,300048.09,M,M,9468012.0,1.0,TYPE-A,50,3,ANNUAL,1347899,0,20130228,
7872,12,100000.0,M,F,999996.0,1.0,TYPE-B,59,1,ANNUAL,383744,0,20100317,
7873,48,100000.0,M,F,290004.0,1.0,TYPE-B,36,3,SEMI-ANNUAL,515655,0,20081229,
7874,43,107733.6,,M,1200000.0,2.0,TYPE-A,65,2,MONTHLY,1354477,0,20130906,
7875,17,148449.36,M,F,240000.0,2.0,TYPE-A,57,3,MONTHLY,1097722,0,20130128,
7876,27,100000.0,,,,1.0,TYPE-B,35,1,ANNUAL,797733,1,20100310,20110509.0
7877,27,100000.0,,,,1.0,TYPE-B,48,2,ANNUAL,154255,0,20100524,
7878,12,300002.4,M,M,699996.0,1.0,TYPE-B,42,1,MONTHLY,1260644,0,20120629,
7879,12,120000.96,M,M,480000.0,1.0,TYPE-B,27,1,MONTHLY,131799,1,20081229,20090527.0
7880,49,108000.06,M,M,499992.0,1.0,TYPE-A,55,3,ANNUAL,923599,0,20111115,
7881,41,200000.0,M,M,6000000.0,1.0,TYPE-B,54,3,ANNUAL,225699,0,20100129,
7882,53,101999.76,M,M,499992.0,1.0,TYPE-A,52,2,SEMI-ANNUAL,1133688,0,20110628,
7883,57,100000.0,M,F,450000.0,1.0,TYPE-B,37,1,ANNUAL,989211,1,20100830,20111027.0
7884,17,120001.92,M,F,499992.0,2.0,TYPE-A,41,2,MONTHLY,343466,0,20131028,
7885,82,100514.82,,M,,1.0,TYPE-A,57,0,ANNUAL,1123577,1,20110105,20120204.0
7886,12,199999.0,M,F,300000.0,1.0,TYPE-B,28,3,SEMI-ANNUAL,626044,0,20090331,
7887,20,100000.0,,,,6.0,TYPE-B,79,1,ANNUAL,830177,0,20100419,
7888,39,110000.0,M,M,350004.0,1.0,TYPE-B,45,2,SEMI-ANNUAL,244177,0,20081007,
7889,12,100000.0,S,F,999996.0,1.0,TYPE-B,59,0,ANNUAL,249699,0,20120730,
7890,50,102100.0,M,M,1500000.0,1.0,TYPE-B,45,2,ANNUAL,758277,1,20100222,20110423.0
7891,17,100000.0,S,M,549996.0,1.0,TYPE-B,26,0,SEMI-ANNUAL,225699,1,20081231,20100827.0
7892,17,100000.0,M,F,399996.0,1.0,TYPE-B,36,3,ANNUAL,287233,1,20081229,20100226.0
7893,17,122542.06,M,M,399996.0,2.0,TYPE-A,35,2,SEMI-ANNUAL,348100,0,20130214,
7894,27,100000.0,M,M,600000.0,1.0,TYPE-B,27,1,ANNUAL,925411,0,20100318,
7895,22,115460.88,,F,399996.0,2.0,TYPE-A,39,0,ANNUAL,1243888,0,20130628,
7896,19,102000.84,M,M,350004.0,1.0,TYPE-B,66,1,MONTHLY,635055,1,20090312,20090709.0
7897,12,100000.0,,F,,6.0,TYPE-B,78,3,ANNUAL,1394444,0,20130322,
7898,17,105077.36,M,M,499992.0,2.0,TYPE-A,64,2,QUARTERLY,343388,0,20130910,
7899,17,500000.0,M,M,3999996.0,1.0,TYPE-B,45,3,ANNUAL,287577,0,20080709,
7900,12,100000.0,M,M,1500000.0,1.0,TYPE-B,60,2,ANNUAL,444333,0,20100831,
7901,12,200000.0,,M,,1.0,TYPE-B,59,0,ANNUAL,261500,0,20101108,
7902,17,100000.0,M,M,600000.0,1.0,TYPE-B,46,2,ANNUAL,549755,0,20090626,
7903,12,120000.84,M,M,1200000.0,1.0,TYPE-B,52,2,MONTHLY,1223600,0,20111230,
7904,32,200000.14,M,M,6499992.0,1.0,TYPE-A,47,1,ANNUAL,1370855,0,20130326,
7905,91,199999.6,,F,499992.0,2.0,TYPE-A,39,0,ANNUAL,1408955,0,20130924,
7906,12,199996.0,M,M,800004.0,1.0,TYPE-B,35,2,QUARTERLY,411733,1,20091231,20100527.0
7907,87,134662.25,,F,922392.0,1.0,TYPE-A,41,0,ANNUAL,325699,0,20110531,
7908,12,120000.96,M,M,300000.0,1.0,TYPE-B,41,2,MONTHLY,1211000,0,20120329,
7909,27,410003.28,,,,1.0,TYPE-B,59,0,MONTHLY,1112455,1,20100827,20120925.0
7910,12,100000.0,M,M,999996.0,1.0,TYPE-B,35,2,ANNUAL,1075544,1,20120330,20130527.0
7911,12,100000.0,M,F,199992.0,1.0,TYPE-B,36,2,SEMI-ANNUAL,1274099,0,20111028,
7912,17,309270.6,,F,399996.0,2.0,TYPE-A,52,0,SEMI-ANNUAL,343344,0,20130826,
7913,12,500000.0,M,M,1749996.0,1.0,TYPE-B,42,1,ANNUAL,568800,0,20100806,
7914,35,400000.0,M,M,2000004.0,,TYPE-B,60,3,ANNUAL,832200,1,20100430,20110621.0
7915,23,100000.0,M,M,800004.0,1.0,TYPE-B,62,1,ANNUAL,213111,0,20091028,
7916,22,102208.92,M,M,750000.0,5.0,TYPE-A,38,1,MONTHLY,1370800,1,20130416,20130831.0
7917,42,100000.0,M,M,399996.0,1.0,TYPE-B,43,2,SEMI-ANNUAL,187199,1,20080131,20110926.0
7918,12,100000.0,M,M,199992.0,1.0,TYPE-B,40,2,ANNUAL,138266,0,20111031,
7919,17,123693.0,M,F,199992.0,2.0,TYPE-A,53,3,MONTHLY,348144,0,20131126,
7920,38,100000.0,M,M,500004.0,1.0,TYPE-B,56,3,ANNUAL,944999,1,20100331,20110527.0
7921,22,100000.0,M,M,399996.0,1.0,TYPE-B,42,3,ANNUAL,564799,0,20081229,
7922,98,103193.09,,F,399996.0,2.0,TYPE-A,59,0,ANNUAL,1263444,0,20130321,
7923,98,154999.77,,M,,6.0,TYPE-A,66,0,ANNUAL,1440200,0,20131030,
7924,17,270860.24,,M,2499996.0,2.0,TYPE-A,66,1,ANNUAL,532155,0,20130228,
7925,32,119999.09,M,F,900000.0,1.0,TYPE-A,33,1,ANNUAL,1262022,0,20111228,
7926,17,126092.88,M,M,,6.0,TYPE-A,64,3,MONTHLY,347911,0,20130331,
7927,56,120000.0,M,M,180000.0,1.0,TYPE-B,39,2,MONTHLY,693255,1,20100520,20100918.0
7928,22,123714.36,M,M,600000.0,1.0,TYPE-A,51,2,MONTHLY,1097800,0,20130628,
7929,87,141052.76,,F,175548.0,2.0,TYPE-A,45,0,ANNUAL,576755,0,20121227,
7930,55,120000.0,M,M,492996.0,1.0,TYPE-B,40,3,MONTHLY,859966,0,20100629,
7931,66,100002.51,,M,,6.0,TYPE-A,68,1,ANNUAL,1466800,0,20131031,
7932,52,2000000.0,M,M,54050628.0,1.0,TYPE-B,43,3,ANNUAL,896999,0,20100831,
7933,12,100000.0,S,M,249996.0,2.0,TYPE-B,25,0,ANNUAL,1334322,0,20120710,
7934,12,300002.4,M,M,349992.0,2.0,TYPE-B,57,2,MONTHLY,1328266,1,20130111,20130510.0
7935,32,116400.67,W,M,1200000.0,1.0,TYPE-A,65,0,ANNUAL,393644,0,20120924,
7936,12,100000.0,M,M,800004.0,1.0,TYPE-B,73,3,ANNUAL,746988,1,20091027,20101226.0
7937,12,120000.96,M,M,300000.0,5.0,TYPE-B,40,3,MONTHLY,215944,0,20081201,
7938,66,203008.44,,M,499992.0,2.0,TYPE-A,37,3,MONTHLY,1361044,1,20130228,20130412.0
7939,12,100000.0,M,M,300000.0,1.0,TYPE-B,36,3,SEMI-ANNUAL,139966,0,20090331,
7940,22,400001.08,M,M,1399992.0,1.0,TYPE-A,36,2,SEMI-ANNUAL,1391288,1,20130328,20131028.0
7941,17,251260.98,M,M,699996.0,2.0,TYPE-A,46,1,SEMI-ANNUAL,1412644,0,20130830,
7942,17,114122.06,M,M,300000.0,2.0,TYPE-A,41,3,ANNUAL,1264588,0,20120221,
7943,102,137790.72,,M,450000.0,1.0,TYPE-A,39,0,MONTHLY,768088,0,20110830,
7944,27,100001.08,S,M,1800000.0,1.0,TYPE-A,51,0,ANNUAL,1238711,0,20130628,
7945,45,100000.0,W,F,300000.0,1.0,TYPE-B,50,0,ANNUAL,100344,0,20100831,
7946,63,100000.0,M,F,500004.0,1.0,TYPE-B,30,1,ANNUAL,256844,0,20100430,
7947,19,100001.0,M,M,750000.0,1.0,TYPE-B,52,1,ANNUAL,122344,0,20090716,
7948,88,299999.67,,M,600000.0,2.0,TYPE-A,53,0,ANNUAL,1347266,0,20130117,
7949,22,103090.03,,M,450000.0,2.0,TYPE-A,42,3,ANNUAL,33666,0,20121231,
7950,17,100514.23,,F,,1.0,TYPE-A,47,0,ANNUAL,372899,0,20101130,
7951,55,100000.0,M,M,320004.0,1.0,TYPE-B,23,1,SEMI-ANNUAL,509700,0,20090727,
7952,12,199900.0,S,F,600000.0,2.0,TYPE-B,20,0,ANNUAL,1394511,0,20130228,
7953,20,500000.0,M,M,6000000.0,1.0,TYPE-B,64,2,ANNUAL,372899,0,20091126,
7954,12,100000.0,M,F,300000.0,1.0,TYPE-B,28,3,SEMI-ANNUAL,463799,1,20090331,20101127.0
7955,63,110112.7,M,F,780000.0,1.0,TYPE-A,41,1,ANNUAL,1245144,1,20110819,20120918.0
7956,44,100000.8,M,M,336000.0,1.0,TYPE-B,40,1,MONTHLY,301711,1,20090206,20090606.0
7957,12,100002.0,M,M,999996.0,1.0,TYPE-B,60,1,ANNUAL,923488,1,20101126,20120125.0
7958,30,250000.0,M,M,31400004.0,1.0,TYPE-B,55,2,ANNUAL,234044,1,20080923,20111122.0
7959,52,137001.12,M,M,300000.0,1.0,TYPE-B,33,2,MONTHLY,519633,1,20090429,20090827.0
7960,27,199999.25,M,M,2499996.0,1.0,TYPE-A,41,1,ANNUAL,959322,0,20120330,
7961,12,100000.0,M,F,,4.0,TYPE-B,43,3,ANNUAL,205355,1,20080331,20100527.0
7962,54,100000.0,M,M,300000.0,1.0,TYPE-B,40,1,QUARTERLY,1120966,0,20100830,
7963,17,114998.96,M,M,499992.0,2.0,TYPE-A,48,1,ANNUAL,1360144,0,20130715,
7964,12,100000.0,M,F,450000.0,1.0,TYPE-B,36,2,SEMI-ANNUAL,1124888,0,20111028,
7965,17,247402.56,M,M,1500000.0,1.0,TYPE-A,53,3,MONTHLY,343344,0,20130331,
7966,45,100000.0,M,M,999996.0,1.0,TYPE-B,49,1,ANNUAL,739133,1,20100129,20110329.0
7967,17,250003.44,M,M,950004.0,5.0,TYPE-B,30,2,ANNUAL,572699,1,20090529,20100727.0
7968,27,199999.96,M,M,900000.0,1.0,TYPE-A,55,1,SEMI-ANNUAL,1132544,0,20121224,
7969,22,100000.0,M,M,475932.0,1.0,TYPE-B,42,2,SEMI-ANNUAL,831566,1,20100226,20101025.0
7970,40,100000.0,,,,1.0,TYPE-B,81,3,SEMI-ANNUAL,343344,0,20090923,
7971,42,100000.0,W,F,200004.0,1.0,TYPE-B,42,0,ANNUAL,343344,0,20091110,
7972,12,100000.0,M,F,450000.0,1.0,TYPE-B,56,1,ANNUAL,423944,1,20090130,20100329.0
7973,81,200000.4,,M,999996.0,1.0,TYPE-A,54,0,ANNUAL,132000,0,20130412,
7974,40,300000.0,M,M,900000.0,1.0,TYPE-B,55,3,ANNUAL,309877,1,20100129,20110329.0
7975,47,100000.0,M,M,500004.0,1.0,TYPE-B,43,2,ANNUAL,695455,1,20100429,20110627.0
7976,44,200000.0,M,M,800004.0,1.0,TYPE-B,51,2,ANNUAL,739200,0,20100331,
7977,93,131000.2,,M,,6.0,TYPE-A,70,0,ANNUAL,1270977,0,20111117,
7978,17,150000.06,,M,,6.0,TYPE-A,75,0,ANNUAL,1267733,0,20130823,
7979,12,200004.0,M,M,1800000.0,1.0,TYPE-B,55,3,ANNUAL,759399,1,20110328,20130526.0
7980,76,349999.69,S,F,799992.0,2.0,TYPE-A,27,0,ANNUAL,1133688,0,20120109,
7981,17,100000.0,M,F,249996.0,1.0,TYPE-B,42,1,ANNUAL,179166,0,20080220,
7982,18,600000.0,M,M,999996.0,1.0,TYPE-B,66,3,ANNUAL,644588,0,20090420,
7983,68,147758.84,S,M,549996.0,1.0,TYPE-A,37,0,ANNUAL,1315055,1,20120430,20130511.0
7984,22,128619.86,M,M,9999996.0,1.0,TYPE-A,53,3,SEMI-ANNUAL,1462622,0,20131029,
7985,53,220605.0,M,M,300000.0,1.0,TYPE-B,41,2,ANNUAL,832200,1,20100331,20110527.0
7986,67,212999.86,,M,300000.0,1.0,TYPE-A,69,3,ANNUAL,1290577,0,20120315,
7987,29,130671.08,M,M,650004.0,1.0,TYPE-A,36,1,QUARTERLY,1220999,1,20110325,20110725.0
7988,27,150000.0,,,,,TYPE-B,52,0,ANNUAL,752755,0,20100331,
7989,12,240001.92,M,M,1200000.0,2.0,TYPE-B,33,2,MONTHLY,19733,1,20130226,20130725.0
7990,12,150000.0,M,F,168756.0,1.0,TYPE-B,42,2,ANNUAL,428277,1,20120131,20130329.0
7991,17,100000.0,M,F,399996.0,1.0,TYPE-B,42,1,ANNUAL,718888,0,20100727,
7992,12,100000.0,M,M,499992.0,2.0,TYPE-B,39,3,ANNUAL,268344,0,20120430,
7993,12,150000.0,,F,349992.0,2.0,TYPE-B,63,0,ANNUAL,1239533,0,20130930,
7994,12,300000.0,M,M,499992.0,2.0,TYPE-B,29,2,ANNUAL,1222222,1,20120229,20130429.0
7995,27,100000.0,M,M,380004.0,1.0,TYPE-B,28,1,ANNUAL,142088,1,20080306,20110505.0
7996,67,201000.0,M,M,900000.0,1.0,TYPE-B,25,3,ANNUAL,992500,0,20100528,
7997,17,100516.26,M,F,300000.0,1.0,TYPE-A,52,3,ANNUAL,1065833,1,20101013,20111112.0
7998,12,102000.72,S,M,450000.0,1.0,TYPE-B,24,0,MONTHLY,658011,0,20090325,
7999,12,100000.0,M,F,1400004.0,1.0,TYPE-B,43,1,ANNUAL,752200,1,20101231,20130226.0
